Pipeline	Screen	TP	FN	FN+FP	affected
val_AA10.6	HCY	0	1	0	1
val_AA10.6	IVA	1	2	0	3
val_AA10.6	MCAD	16	1	0	17
val_AA10.6	MCD	1	0	0	1
val_AA10.6	MSUD	1	1	1	3
val_AA10.6	OTC	3	2	0	5
val_AA10.6	PA/MMA	7	2	0	9
val_AA10.6	PKU	37	2	0	39
val_AA10.6	SCAD	9	8	0	17
val_AA10.6	TFP	1	0	0	1
val_AA10.6	VLCAD	4	1	0	5
test_AA10.2_filter2	3MCC	16	9	1	26
test_AA10.2_filter2	ARG	3	0	0	3
test_AA10.2_filter2	BKT	2	0	0	2
test_AA10.2_filter2	CIT	20	2	0	22
test_AA10.2_filter2	CPT I	1	0	0	1
test_AA10.2_filter2	CPT II	5	3	0	8
test_AA10.2_filter2	CTD	24	7	2	33
test_AA10.2_filter2	GA-I	26	4	0	30
test_AA10.2_filter2	GA2	6	1	0	7
test_AA10.2_filter2	HCY	7	1	1	9
test_AA10.2_filter2	HYPRO	0	2	0	2
test_AA10.2_filter2	IVA	25	5	1	31
test_AA10.2_filter2	LCHAD	9	0	0	9
test_AA10.2_filter2	MAL	2	4	0	6
test_AA10.2_filter2	MCAD	127	10	1	138
test_AA10.2_filter2	MCD	1	2	0	3
test_AA10.2_filter2	MSUD	20	2	0	22
test_AA10.2_filter2	OTC	8	1	0	9
test_AA10.2_filter2	PA/MMA	56	13	1	70
test_AA10.2_filter2	PKU	71	5	0	76
test_AA10.2_filter2	RMD	1	0	0	1
test_AA10.2_filter2	SCAD	28	29	3	60
test_AA10.2_filter2	TFP	3	0	0	3
test_AA10.2_filter2	TYRO1	6	0	0	6
test_AA10.2_filter2	VLCAD	30	6	0	36
val_AA10.9.NoOneGene_batch1	3MCC	14	1	0	15
val_AA10.9.NoOneGene_batch1	BKT	1	0	0	1
val_AA10.9.NoOneGene_batch1	CIT	5	2	0	7
val_AA10.9.NoOneGene_batch1	CTD	9	0	0	9
val_AA10.9.NoOneGene_batch1	GA-I	1	0	0	1
val_AA10.9.NoOneGene_batch1	GA2	3	1	0	4
val_AA10.9.NoOneGene_batch1	HCY	1	0	0	1
val_AA10.9.NoOneGene_batch1	IVA	3	0	0	3
val_AA10.9.NoOneGene_batch1	MCAD	16	1	0	17
val_AA10.9.NoOneGene_batch1	MCD	1	0	0	1
val_AA10.9.NoOneGene_batch1	MSUD	2	1	0	3
val_AA10.9.NoOneGene_batch1	OTC	4	1	0	5
val_AA10.9.NoOneGene_batch1	PA/MMA	9	0	0	9
val_AA10.9.NoOneGene_batch1	PKU	39	0	0	39
val_AA10.9.NoOneGene_batch1	SCAD	9	8	0	17
val_AA10.9.NoOneGene_batch1	TFP	1	0	0	1
val_AA10.9.NoOneGene_batch1	VLCAD	5	0	0	5
test_AA10.6.NonSyn.02_filter4	3MCC	3	10	0	13
test_AA10.6.NonSyn.02_filter4	ARG	1	0	0	1
test_AA10.6.NonSyn.02_filter4	BKT	0	2	0	2
test_AA10.6.NonSyn.02_filter4	CIT	9	5	0	14
test_AA10.6.NonSyn.02_filter4	CPT II	1	4	1	6
test_AA10.6.NonSyn.02_filter4	CTD	9	12	3	24
test_AA10.6.NonSyn.02_filter4	GA-I	14	9	0	23
test_AA10.6.NonSyn.02_filter4	GA2	3	2	0	5
test_AA10.6.NonSyn.02_filter4	HCY	3	3	1	7
test_AA10.6.NonSyn.02_filter4	HYPRO	0	1	0	1
test_AA10.6.NonSyn.02_filter4	IVA	8	11	1	20
test_AA10.6.NonSyn.02_filter4	LCHAD	2	3	1	6
test_AA10.6.NonSyn.02_filter4	MAL	1	2	0	3
test_AA10.6.NonSyn.02_filter4	MCAD	71	23	3	97
test_AA10.6.NonSyn.02_filter4	MCD	1	2	0	3
test_AA10.6.NonSyn.02_filter4	MSUD	6	4	0	10
test_AA10.6.NonSyn.02_filter4	OTC	4	1	0	5
test_AA10.6.NonSyn.02_filter4	PA/MMA	12	37	3	52
test_AA10.6.NonSyn.02_filter4	PKU	14	11	0	25
test_AA10.6.NonSyn.02_filter4	SCAD	18	11	2	31
test_AA10.6.NonSyn.02_filter4	TFP	1	2	0	3
test_AA10.6.NonSyn.02_filter4	TYRO1	3	3	0	6
test_AA10.6.NonSyn.02_filter4	VLCAD	14	13	0	27
AA10.7_filter2	3MCC	9	32	0	41
AA10.7_filter2	ARG	1	2	0	3
AA10.7_filter2	BKT	0	3	0	3
AA10.7_filter2	CIT	14	14	0	28
AA10.7_filter2	CPT I	1	0	0	1
AA10.7_filter2	CPT II	3	5	0	8
AA10.7_filter2	CTD	22	18	2	42
AA10.7_filter2	GA-I	16	15	0	31
AA10.7_filter2	GA2	5	6	0	11
AA10.7_filter2	HCY	5	4	1	10
AA10.7_filter2	HYPRO	0	2	0	2
AA10.7_filter2	IVA	13	19	2	34
AA10.7_filter2	LCHAD	5	4	0	9
AA10.7_filter2	MAL	1	5	0	6
AA10.7_filter2	MCAD	80	73	2	155
AA10.7_filter2	MCD	1	3	0	4
AA10.7_filter2	MSUD	9	16	0	25
AA10.7_filter2	OTC	8	6	0	14
AA10.7_filter2	PA/MMA	52	27	0	79
AA10.7_filter2	PKU	107	8	0	115
AA10.7_filter2	RMD	1	0	0	1
AA10.7_filter2	SCAD	20	55	2	77
AA10.7_filter2	TFP	1	3	0	4
AA10.7_filter2	TYRO1	5	1	0	6
AA10.7_filter2	VLCAD	21	20	0	41
AA10.9.NoOneGene_filter1	3MCC	31	10	1	42
AA10.9.NoOneGene_filter1	ARG	3	0	0	3
AA10.9.NoOneGene_filter1	BKT	3	0	0	3
AA10.9.NoOneGene_filter1	CIT	25	4	0	29
AA10.9.NoOneGene_filter1	CPT I	1	0	0	1
AA10.9.NoOneGene_filter1	CPT II	5	3	0	8
AA10.9.NoOneGene_filter1	CTD	35	7	1	43
AA10.9.NoOneGene_filter1	GA-I	28	4	0	32
AA10.9.NoOneGene_filter1	GA2	9	2	0	11
AA10.9.NoOneGene_filter1	HCY	9	1	1	11
AA10.9.NoOneGene_filter1	HYPRO	0	2	0	2
AA10.9.NoOneGene_filter1	IVA	30	5	1	36
AA10.9.NoOneGene_filter1	LCHAD	9	0	0	9
AA10.9.NoOneGene_filter1	MAL	2	4	0	6
AA10.9.NoOneGene_filter1	MCAD	148	11	1	160
AA10.9.NoOneGene_filter1	MCD	2	2	0	4
AA10.9.NoOneGene_filter1	MSUD	22	3	0	25
AA10.9.NoOneGene_filter1	OTC	12	2	0	14
AA10.9.NoOneGene_filter1	PA/MMA	68	13	1	82
AA10.9.NoOneGene_filter1	PKU	112	6	0	118
AA10.9.NoOneGene_filter1	RMD	1	0	0	1
AA10.9.NoOneGene_filter1	SCAD	40	37	3	80
AA10.9.NoOneGene_filter1	TFP	4	0	0	4
AA10.9.NoOneGene_filter1	TYRO1	7	0	0	7
AA10.9.NoOneGene_filter1	VLCAD	38	6	0	44
AA10.6.NonSyn.01_batch3	3MCC	7	10	0	17
AA10.6.NonSyn.01_batch3	ARG	1	1	0	2
AA10.6.NonSyn.01_batch3	BKT	0	2	0	2
AA10.6.NonSyn.01_batch3	CIT	10	7	0	17
AA10.6.NonSyn.01_batch3	CPT II	1	6	0	7
AA10.6.NonSyn.01_batch3	CTD	12	15	3	30
AA10.6.NonSyn.01_batch3	GA-I	18	9	0	27
AA10.6.NonSyn.01_batch3	GA2	4	2	0	6
AA10.6.NonSyn.01_batch3	HCY	4	4	2	10
AA10.6.NonSyn.01_batch3	HYPRO	0	3	0	3
AA10.6.NonSyn.01_batch3	IVA	12	11	1	24
AA10.6.NonSyn.01_batch3	LCHAD	2	5	0	7
AA10.6.NonSyn.01_batch3	MAL	1	4	0	5
AA10.6.NonSyn.01_batch3	MCAD	86	30	1	117
AA10.6.NonSyn.01_batch3	MCD	1	3	0	4
AA10.6.NonSyn.01_batch3	MSUD	10	8	1	19
AA10.6.NonSyn.01_batch3	OTC	4	0	0	4
AA10.6.NonSyn.01_batch3	PA/MMA	16	48	3	67
AA10.6.NonSyn.01_batch3	PKU	16	15	0	31
AA10.6.NonSyn.01_batch3	SCAD	16	18	2	36
AA10.6.NonSyn.01_batch3	TFP	1	1	0	2
AA10.6.NonSyn.01_batch3	TYRO1	2	4	0	6
AA10.6.NonSyn.01_batch3	VLCAD	21	16	0	37
val_AA10.6.NonSyn.01_filter1	3MCC	8	7	0	15
val_AA10.6.NonSyn.01_filter1	BKT	1	0	0	1
val_AA10.6.NonSyn.01_filter1	CIT	2	3	1	6
val_AA10.6.NonSyn.01_filter1	CTD	4	4	1	9
val_AA10.6.NonSyn.01_filter1	GA-I	1	0	0	1
val_AA10.6.NonSyn.01_filter1	GA2	3	1	0	4
val_AA10.6.NonSyn.01_filter1	HCY	0	1	0	1
val_AA10.6.NonSyn.01_filter1	IVA	1	2	0	3
val_AA10.6.NonSyn.01_filter1	MCAD	14	3	0	17
val_AA10.6.NonSyn.01_filter1	MCD	0	1	0	1
val_AA10.6.NonSyn.01_filter1	MSUD	1	1	1	3
val_AA10.6.NonSyn.01_filter1	OTC	3	2	0	5
val_AA10.6.NonSyn.01_filter1	PA/MMA	4	5	0	9
val_AA10.6.NonSyn.01_filter1	PKU	22	17	0	39
val_AA10.6.NonSyn.01_filter1	SCAD	8	9	0	17
val_AA10.6.NonSyn.01_filter1	TFP	0	1	0	1
val_AA10.6.NonSyn.01_filter1	VLCAD	2	3	0	5
AA10.9.NoOneGene	3MCC	33	11	1	45
AA10.9.NoOneGene	ARG	4	0	0	4
AA10.9.NoOneGene	BKT	3	0	0	3
AA10.9.NoOneGene	CIT	28	5	0	33
AA10.9.NoOneGene	CPT I	1	0	0	1
AA10.9.NoOneGene	CPT II	5	3	0	8
AA10.9.NoOneGene	CTD	37	9	1	47
AA10.9.NoOneGene	GA-I	31	4	1	36
AA10.9.NoOneGene	GA2	9	3	0	12
AA10.9.NoOneGene	HCY	9	2	1	12
AA10.9.NoOneGene	HYPRO	0	3	0	3
AA10.9.NoOneGene	IVA	34	5	1	40
AA10.9.NoOneGene	LCHAD	9	0	0	9
AA10.9.NoOneGene	MAL	2	4	0	6
AA10.9.NoOneGene	MCAD	162	11	1	174
AA10.9.NoOneGene	MCD	2	3	0	5
AA10.9.NoOneGene	MSUD	22	3	0	25
AA10.9.NoOneGene	OTC	13	3	0	16
AA10.9.NoOneGene	PA/MMA	74	15	1	90
AA10.9.NoOneGene	PKU	123	8	0	131
AA10.9.NoOneGene	RMD	3	0	0	3
AA10.9.NoOneGene	SCAD	40	41	3	84
AA10.9.NoOneGene	TFP	4	0	0	4
AA10.9.NoOneGene	TYRO1	7	0	0	7
AA10.9.NoOneGene	VLCAD	41	6	0	47
AA10.9.NoOneGene_filter4	3MCC	20	4	0	24
AA10.9.NoOneGene_filter4	ARG	1	0	0	1
AA10.9.NoOneGene_filter4	BKT	2	0	0	2
AA10.9.NoOneGene_filter4	CIT	16	3	0	19
AA10.9.NoOneGene_filter4	CPT II	3	3	0	6
AA10.9.NoOneGene_filter4	CTD	26	6	1	33
AA10.9.NoOneGene_filter4	GA-I	21	3	0	24
AA10.9.NoOneGene_filter4	GA2	7	0	0	7
AA10.9.NoOneGene_filter4	HCY	6	1	1	8
AA10.9.NoOneGene_filter4	HYPRO	0	1	0	1
AA10.9.NoOneGene_filter4	IVA	17	4	1	22
AA10.9.NoOneGene_filter4	LCHAD	6	0	0	6
AA10.9.NoOneGene_filter4	MAL	2	1	0	3
AA10.9.NoOneGene_filter4	MCAD	98	10	1	109
AA10.9.NoOneGene_filter4	MCD	2	2	0	4
AA10.9.NoOneGene_filter4	MSUD	10	2	0	12
AA10.9.NoOneGene_filter4	OTC	8	0	0	8
AA10.9.NoOneGene_filter4	PA/MMA	49	11	1	61
AA10.9.NoOneGene_filter4	PKU	53	4	0	57
AA10.9.NoOneGene_filter4	SCAD	29	16	1	46
AA10.9.NoOneGene_filter4	TFP	4	0	0	4
AA10.9.NoOneGene_filter4	TYRO1	6	0	0	6
AA10.9.NoOneGene_filter4	VLCAD	25	6	0	31
test_AA10.6.NonSyn.005_filter1	3MCC	11	15	1	27
test_AA10.6.NonSyn.005_filter1	ARG	1	1	1	3
test_AA10.6.NonSyn.005_filter1	BKT	0	2	0	2
test_AA10.6.NonSyn.005_filter1	CIT	16	7	0	23
test_AA10.6.NonSyn.005_filter1	CPT I	0	1	0	1
test_AA10.6.NonSyn.005_filter1	CPT II	1	7	0	8
test_AA10.6.NonSyn.005_filter1	CTD	16	16	2	34
test_AA10.6.NonSyn.005_filter1	GA-I	20	11	0	31
test_AA10.6.NonSyn.005_filter1	GA2	4	3	0	7
test_AA10.6.NonSyn.005_filter1	HCY	5	3	2	10
test_AA10.6.NonSyn.005_filter1	HYPRO	0	2	0	2
test_AA10.6.NonSyn.005_filter1	IVA	18	13	2	33
test_AA10.6.NonSyn.005_filter1	LCHAD	2	7	0	9
test_AA10.6.NonSyn.005_filter1	MAL	1	5	0	6
test_AA10.6.NonSyn.005_filter1	MCAD	106	36	1	143
test_AA10.6.NonSyn.005_filter1	MCD	1	2	0	3
test_AA10.6.NonSyn.005_filter1	MSUD	12	9	1	22
test_AA10.6.NonSyn.005_filter1	OTC	6	3	0	9
test_AA10.6.NonSyn.005_filter1	PA/MMA	17	54	2	73
test_AA10.6.NonSyn.005_filter1	PKU	38	40	1	79
test_AA10.6.NonSyn.005_filter1	RMD	1	0	0	1
test_AA10.6.NonSyn.005_filter1	SCAD	23	39	1	63
test_AA10.6.NonSyn.005_filter1	TFP	1	2	0	3
test_AA10.6.NonSyn.005_filter1	TYRO1	3	4	0	7
test_AA10.6.NonSyn.005_filter1	VLCAD	21	18	0	39
val_AA10.4	3MCC	14	1	0	15
val_AA10.4	BKT	1	0	0	1
val_AA10.4	CIT	5	2	0	7
val_AA10.4	CTD	9	0	0	9
val_AA10.4	GA-I	1	0	0	1
val_AA10.4	GA2	3	1	0	4
val_AA10.4	HCY	0	1	0	1
val_AA10.4	IVA	3	0	0	3
val_AA10.4	MCAD	16	1	0	17
val_AA10.4	MCD	1	0	0	1
val_AA10.4	MSUD	1	1	1	3
val_AA10.4	OTC	4	1	0	5
val_AA10.4	PA/MMA	8	1	0	9
val_AA10.4	PKU	37	2	0	39
val_AA10.4	SCAD	9	8	0	17
val_AA10.4	TFP	1	0	0	1
val_AA10.4	VLCAD	4	1	0	5
test_AA10.8_filter3	3MCC	5	17	0	22
test_AA10.8_filter3	ARG	1	2	0	3
test_AA10.8_filter3	BKT	0	2	0	2
test_AA10.8_filter3	CIT	11	11	0	22
test_AA10.8_filter3	CPT I	1	0	0	1
test_AA10.8_filter3	CPT II	2	4	0	6
test_AA10.8_filter3	CTD	13	15	1	29
test_AA10.8_filter3	GA-I	13	14	0	27
test_AA10.8_filter3	GA2	3	4	0	7
test_AA10.8_filter3	HCY	2	5	1	8
test_AA10.8_filter3	HYPRO	0	2	0	2
test_AA10.8_filter3	IVA	12	14	1	27
test_AA10.8_filter3	LCHAD	4	3	0	7
test_AA10.8_filter3	MAL	1	5	0	6
test_AA10.8_filter3	MCAD	67	61	0	128
test_AA10.8_filter3	MCD	1	2	0	3
test_AA10.8_filter3	MSUD	5	13	0	18
test_AA10.8_filter3	OTC	6	0	0	6
test_AA10.8_filter3	PA/MMA	40	24	0	64
test_AA10.8_filter3	PKU	48	8	0	56
test_AA10.8_filter3	SCAD	2	50	0	52
test_AA10.8_filter3	TFP	1	2	0	3
test_AA10.8_filter3	TYRO1	5	1	0	6
test_AA10.8_filter3	VLCAD	17	18	0	35
test_AA10.7	3MCC	8	22	0	30
test_AA10.7	ARG	2	2	0	4
test_AA10.7	BKT	0	2	0	2
test_AA10.7	CIT	14	12	0	26
test_AA10.7	CPT I	1	0	0	1
test_AA10.7	CPT II	3	5	0	8
test_AA10.7	CTD	17	19	2	38
test_AA10.7	GA-I	20	14	1	35
test_AA10.7	GA2	3	5	0	8
test_AA10.7	HCY	4	6	1	11
test_AA10.7	HYPRO	0	3	0	3
test_AA10.7	IVA	17	18	2	37
test_AA10.7	LCHAD	5	4	0	9
test_AA10.7	MAL	1	5	0	6
test_AA10.7	MCAD	86	69	2	157
test_AA10.7	MCD	1	3	0	4
test_AA10.7	MSUD	8	14	0	22
test_AA10.7	OTC	7	4	0	11
test_AA10.7	PA/MMA	53	28	0	81
test_AA10.7	PKU	83	9	0	92
test_AA10.7	RMD	3	0	0	3
test_AA10.7	SCAD	15	50	2	67
test_AA10.7	TFP	1	2	0	3
test_AA10.7	TYRO1	6	1	0	7
test_AA10.7	VLCAD	20	22	0	42
AA10.6.NonSyn.01_filter1	3MCC	19	22	1	42
AA10.6.NonSyn.01_filter1	ARG	1	1	1	3
AA10.6.NonSyn.01_filter1	BKT	1	2	0	3
AA10.6.NonSyn.01_filter1	CIT	18	10	1	29
AA10.6.NonSyn.01_filter1	CPT I	0	1	0	1
AA10.6.NonSyn.01_filter1	CPT II	1	7	0	8
AA10.6.NonSyn.01_filter1	CTD	20	19	4	43
AA10.6.NonSyn.01_filter1	GA-I	21	11	0	32
AA10.6.NonSyn.01_filter1	GA2	7	4	0	11
AA10.6.NonSyn.01_filter1	HCY	5	4	2	11
AA10.6.NonSyn.01_filter1	HYPRO	0	2	0	2
AA10.6.NonSyn.01_filter1	IVA	19	15	2	36
AA10.6.NonSyn.01_filter1	LCHAD	2	6	1	9
AA10.6.NonSyn.01_filter1	MAL	1	5	0	6
AA10.6.NonSyn.01_filter1	MCAD	120	39	1	160
AA10.6.NonSyn.01_filter1	MCD	1	3	0	4
AA10.6.NonSyn.01_filter1	MSUD	13	10	2	25
AA10.6.NonSyn.01_filter1	OTC	9	5	0	14
AA10.6.NonSyn.01_filter1	PA/MMA	22	57	3	82
AA10.6.NonSyn.01_filter1	PKU	60	57	1	118
AA10.6.NonSyn.01_filter1	RMD	1	0	0	1
AA10.6.NonSyn.01_filter1	SCAD	31	46	3	80
AA10.6.NonSyn.01_filter1	TFP	1	3	0	4
AA10.6.NonSyn.01_filter1	TYRO1	3	4	0	7
AA10.6.NonSyn.01_filter1	VLCAD	23	21	0	44
test_AA10.7_batch2	3MCC	2	11	0	13
test_AA10.7_batch2	ARG	1	1	0	2
test_AA10.7_batch2	CIT	5	4	0	9
test_AA10.7_batch2	CPT I	1	0	0	1
test_AA10.7_batch2	CPT II	0	1	0	1
test_AA10.7_batch2	CTD	5	3	0	8
test_AA10.7_batch2	GA-I	6	2	0	8
test_AA10.7_batch2	GA2	0	2	0	2
test_AA10.7_batch2	HCY	0	1	0	1
test_AA10.7_batch2	IVA	7	5	1	13
test_AA10.7_batch2	LCHAD	1	1	0	2
test_AA10.7_batch2	MAL	0	1	0	1
test_AA10.7_batch2	MCAD	23	17	0	40
test_AA10.7_batch2	MSUD	2	1	0	3
test_AA10.7_batch2	OTC	3	4	0	7
test_AA10.7_batch2	PA/MMA	11	3	0	14
test_AA10.7_batch2	PKU	58	3	0	61
test_AA10.7_batch2	RMD	3	0	0	3
test_AA10.7_batch2	SCAD	4	26	1	31
test_AA10.7_batch2	TFP	0	1	0	1
test_AA10.7_batch2	TYRO1	1	0	0	1
test_AA10.7_batch2	VLCAD	1	4	0	5
AA10.6.NonSyn.01_filter2	3MCC	18	22	1	41
AA10.6.NonSyn.01_filter2	ARG	1	1	1	3
AA10.6.NonSyn.01_filter2	BKT	1	2	0	3
AA10.6.NonSyn.01_filter2	CIT	17	10	1	28
AA10.6.NonSyn.01_filter2	CPT I	0	1	0	1
AA10.6.NonSyn.01_filter2	CPT II	1	7	0	8
AA10.6.NonSyn.01_filter2	CTD	19	19	4	42
AA10.6.NonSyn.01_filter2	GA-I	20	11	0	31
AA10.6.NonSyn.01_filter2	GA2	7	4	0	11
AA10.6.NonSyn.01_filter2	HCY	4	4	2	10
AA10.6.NonSyn.01_filter2	HYPRO	0	2	0	2
AA10.6.NonSyn.01_filter2	IVA	17	15	2	34
AA10.6.NonSyn.01_filter2	LCHAD	2	6	1	9
AA10.6.NonSyn.01_filter2	MAL	1	5	0	6
AA10.6.NonSyn.01_filter2	MCAD	117	37	1	155
AA10.6.NonSyn.01_filter2	MCD	1	3	0	4
AA10.6.NonSyn.01_filter2	MSUD	13	10	2	25
AA10.6.NonSyn.01_filter2	OTC	9	5	0	14
AA10.6.NonSyn.01_filter2	PA/MMA	22	54	3	79
AA10.6.NonSyn.01_filter2	PKU	58	56	1	115
AA10.6.NonSyn.01_filter2	RMD	1	0	0	1
AA10.6.NonSyn.01_filter2	SCAD	30	44	3	77
AA10.6.NonSyn.01_filter2	TFP	1	3	0	4
AA10.6.NonSyn.01_filter2	TYRO1	3	3	0	6
AA10.6.NonSyn.01_filter2	VLCAD	21	20	0	41
val_AA10.4_batch1	3MCC	14	1	0	15
val_AA10.4_batch1	BKT	1	0	0	1
val_AA10.4_batch1	CIT	5	2	0	7
val_AA10.4_batch1	CTD	9	0	0	9
val_AA10.4_batch1	GA-I	1	0	0	1
val_AA10.4_batch1	GA2	3	1	0	4
val_AA10.4_batch1	HCY	0	1	0	1
val_AA10.4_batch1	IVA	3	0	0	3
val_AA10.4_batch1	MCAD	16	1	0	17
val_AA10.4_batch1	MCD	1	0	0	1
val_AA10.4_batch1	MSUD	1	1	1	3
val_AA10.4_batch1	OTC	4	1	0	5
val_AA10.4_batch1	PA/MMA	8	1	0	9
val_AA10.4_batch1	PKU	37	2	0	39
val_AA10.4_batch1	SCAD	9	8	0	17
val_AA10.4_batch1	TFP	1	0	0	1
val_AA10.4_batch1	VLCAD	4	1	0	5
AA10.6.NonSyn.01_batch2	3MCC	6	6	1	13
AA10.6.NonSyn.01_batch2	ARG	0	1	1	2
AA10.6.NonSyn.01_batch2	CIT	6	2	1	9
AA10.6.NonSyn.01_batch2	CPT I	0	1	0	1
AA10.6.NonSyn.01_batch2	CPT II	0	1	0	1
AA10.6.NonSyn.01_batch2	CTD	6	2	0	8
AA10.6.NonSyn.01_batch2	GA-I	5	3	0	8
AA10.6.NonSyn.01_batch2	GA2	0	2	0	2
AA10.6.NonSyn.01_batch2	HCY	1	0	0	1
AA10.6.NonSyn.01_batch2	IVA	10	2	1	13
AA10.6.NonSyn.01_batch2	LCHAD	0	1	1	2
AA10.6.NonSyn.01_batch2	MAL	0	1	0	1
AA10.6.NonSyn.01_batch2	MCAD	32	8	0	40
AA10.6.NonSyn.01_batch2	MSUD	2	1	0	3
AA10.6.NonSyn.01_batch2	OTC	3	4	0	7
AA10.6.NonSyn.01_batch2	PA/MMA	4	9	1	14
AA10.6.NonSyn.01_batch2	PKU	27	33	1	61
AA10.6.NonSyn.01_batch2	RMD	1	2	0	3
AA10.6.NonSyn.01_batch2	SCAD	7	23	1	31
AA10.6.NonSyn.01_batch2	TFP	0	1	0	1
AA10.6.NonSyn.01_batch2	TYRO1	1	0	0	1
AA10.6.NonSyn.01_batch2	VLCAD	2	3	0	5
test_AA10.6.NonSyn.01	3MCC	13	16	1	30
test_AA10.6.NonSyn.01	ARG	1	2	1	4
test_AA10.6.NonSyn.01	BKT	0	2	0	2
test_AA10.6.NonSyn.01	CIT	16	9	1	26
test_AA10.6.NonSyn.01	CPT I	0	1	0	1
test_AA10.6.NonSyn.01	CPT II	1	7	0	8
test_AA10.6.NonSyn.01	CTD	18	17	3	38
test_AA10.6.NonSyn.01	GA-I	23	12	0	35
test_AA10.6.NonSyn.01	GA2	4	4	0	8
test_AA10.6.NonSyn.01	HCY	5	4	2	11
test_AA10.6.NonSyn.01	HYPRO	0	3	0	3
test_AA10.6.NonSyn.01	IVA	22	13	2	37
test_AA10.6.NonSyn.01	LCHAD	2	6	1	9
test_AA10.6.NonSyn.01	MAL	1	5	0	6
test_AA10.6.NonSyn.01	MCAD	118	38	1	157
test_AA10.6.NonSyn.01	MCD	1	3	0	4
test_AA10.6.NonSyn.01	MSUD	12	9	1	22
test_AA10.6.NonSyn.01	OTC	7	4	0	11
test_AA10.6.NonSyn.01	PA/MMA	20	57	4	81
test_AA10.6.NonSyn.01	PKU	43	48	1	92
test_AA10.6.NonSyn.01	RMD	1	2	0	3
test_AA10.6.NonSyn.01	SCAD	23	41	3	67
test_AA10.6.NonSyn.01	TFP	1	2	0	3
test_AA10.6.NonSyn.01	TYRO1	3	4	0	7
test_AA10.6.NonSyn.01	VLCAD	23	19	0	42
AA10.2_batch2	3MCC	6	6	1	13
AA10.2_batch2	ARG	2	0	0	2
AA10.2_batch2	CIT	7	2	0	9
AA10.2_batch2	CPT I	1	0	0	1
AA10.2_batch2	CPT II	0	1	0	1
AA10.2_batch2	CTD	7	1	0	8
AA10.2_batch2	GA-I	8	0	0	8
AA10.2_batch2	GA2	1	1	0	2
AA10.2_batch2	HCY	1	0	0	1
AA10.2_batch2	IVA	13	0	0	13
AA10.2_batch2	LCHAD	2	0	0	2
AA10.2_batch2	MAL	0	1	0	1
AA10.2_batch2	MCAD	40	0	0	40
AA10.2_batch2	MSUD	3	0	0	3
AA10.2_batch2	OTC	5	2	0	7
AA10.2_batch2	PA/MMA	13	1	0	14
AA10.2_batch2	PKU	59	2	0	61
AA10.2_batch2	RMD	3	0	0	3
AA10.2_batch2	SCAD	9	21	1	31
AA10.2_batch2	TFP	1	0	0	1
AA10.2_batch2	TYRO1	1	0	0	1
AA10.2_batch2	VLCAD	5	0	0	5
AA10.1_batch3	3MCC	13	4	0	17
AA10.1_batch3	ARG	2	0	0	2
AA10.1_batch3	BKT	2	0	0	2
AA10.1_batch3	CIT	16	1	0	17
AA10.1_batch3	CPT II	5	2	0	7
AA10.1_batch3	CTD	20	8	2	30
AA10.1_batch3	GA-I	22	4	1	27
AA10.1_batch3	GA2	5	1	0	6
AA10.1_batch3	HCY	7	2	1	10
AA10.1_batch3	HYPRO	0	3	0	3
AA10.1_batch3	IVA	18	5	1	24
AA10.1_batch3	LCHAD	7	0	0	7
AA10.1_batch3	MAL	2	3	0	5
AA10.1_batch3	MCAD	106	10	1	117
AA10.1_batch3	MCD	1	3	0	4
AA10.1_batch3	MSUD	16	3	0	19
AA10.1_batch3	OTC	4	0	0	4
AA10.1_batch3	PA/MMA	52	14	1	67
AA10.1_batch3	PKU	25	6	0	31
AA10.1_batch3	SCAD	22	12	2	36
AA10.1_batch3	TFP	2	0	0	2
AA10.1_batch3	TYRO1	6	0	0	6
AA10.1_batch3	VLCAD	31	6	0	37
val_AA10.8_batch1	3MCC	3	12	0	15
val_AA10.8_batch1	BKT	0	1	0	1
val_AA10.8_batch1	CIT	4	3	0	7
val_AA10.8_batch1	CTD	5	4	0	9
val_AA10.8_batch1	GA-I	0	1	0	1
val_AA10.8_batch1	GA2	2	2	0	4
val_AA10.8_batch1	HCY	0	1	0	1
val_AA10.8_batch1	IVA	1	2	0	3
val_AA10.8_batch1	MCAD	5	12	0	17
val_AA10.8_batch1	MCD	0	1	0	1
val_AA10.8_batch1	MSUD	1	2	0	3
val_AA10.8_batch1	OTC	1	4	0	5
val_AA10.8_batch1	PA/MMA	5	4	0	9
val_AA10.8_batch1	PKU	36	3	0	39
val_AA10.8_batch1	SCAD	2	15	0	17
val_AA10.8_batch1	TFP	0	1	0	1
val_AA10.8_batch1	VLCAD	3	2	0	5
test_AA10.6.NonSyn.005_filter4	3MCC	3	10	0	13
test_AA10.6.NonSyn.005_filter4	ARG	1	0	0	1
test_AA10.6.NonSyn.005_filter4	BKT	0	2	0	2
test_AA10.6.NonSyn.005_filter4	CIT	9	5	0	14
test_AA10.6.NonSyn.005_filter4	CPT II	1	5	0	6
test_AA10.6.NonSyn.005_filter4	CTD	9	13	2	24
test_AA10.6.NonSyn.005_filter4	GA-I	14	9	0	23
test_AA10.6.NonSyn.005_filter4	GA2	3	2	0	5
test_AA10.6.NonSyn.005_filter4	HCY	3	3	1	7
test_AA10.6.NonSyn.005_filter4	HYPRO	0	1	0	1
